TAC;manufacturer;model;aka;os;year;lte
1254200;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1254300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1254400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1254500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1254600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1254700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1256000;Sony Ericsson;E15i;E15i (AAD-3880091-BV), E15iAAD, E15iAAD-3880091-BV;Proprietary;2010;0
1257200;Apple;iPhone 3GS Model A1303;iPhone 3GS;iOS;2010;0
1257300;Apple;iPhone 3GS Model A1303;iPhone 3GS;iOS;2010;0
1257400;Apple;iPhone 3GS Model A1303;iPhone 3GS;iOS;2010;0
1257500;Apple;iPhone 3GS Model A1303;iPhone 3GS;iOS;2010;0
1258500;Sony Ericsson;U5i;U5i (AAD-3880058-BV), U5iAAD, U5iAAD-3880058-BV;Proprietary;2010;0
1259000;Sony Ericsson;X10i;X10i (AAD-3880056-BV), X10iAAD, X10iAAD-3880056-BV;Proprietary;2010;0
1261100;Sony Ericsson;J108i;J108i (AAD-3880095-BV), J108iAAD, J108iAAD-3880095-BV;Proprietary;2010;0
1263100;Sony Ericsson;U20i;U20i (AAD-3880072-BV), U20iAAD, U20iAAD-3880072-BV;Proprietary;2010;0
1264400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1264500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1264600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1264700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1264800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1264900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265000;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265100;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265200;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2010;0
1265900;Apple;iPhone 3GS;iPhone 3GS(A1303);iOS;2010;0
1266000;Apple;iPhone 3GS;iPhone 3GS(A1303);iOS;2010;0
1268200;Sony Ericsson;LT15i;LT15i (AAD-3880097-BV), LT15iAAD, LT15iAAD-3880097-BV;Proprietary;2011;0
1268300;Sony Ericsson;SO;SO-01C (AAD-3880098-CV), SO-01CAAD-3880098-CV;Proprietary;2011;0
1268500;Sony Ericsson;E15i;E15i (AAD-3880091-BV), E15iAAD, E15iAAD-3880091-BV;Proprietary;2011;0
1269400;Sony Ericsson;J20i;J20i (AAD-3880063-BV), J20iAAD, J20iAAD-3880063-BV;Proprietary;2011;0
1270300;Sony Ericsson;MT15i;MT15i (AAD-3880100-BV), MT15iAAD, MT15iAAD-3880100-BV;Proprietary;2011;0
1274300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1274900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275000;Apple;iPhone 4;iPhone 4 (A1332), iPhone 4 16GB,iPhone 4 32GB;iOS;2011;0
1275100;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275200;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1275600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1276100;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1276200;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1277400;Sony Ericsson;W20;W20 (AAD-3880084-BV), W20AAD, W20AAD-3880084-BV;Proprietary;2011;0
1278900;Sony Ericsson;MK16i;MK16i (AAD-3880110-BV), MK16iAAD, MK16iAAD-3880110-BV;Proprietary;2011;0
1281100;Sonim Technologies;Sonim XP5300;Sonim XP5300-E-R1 (P34F006AA), Sonim XP5300-E-R1P34F006AA;Proprietary;2011;0
1283600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1283700;Apple;iPhone 4;iPhone 4 (A1332), iPhone 4 16GB,iPhone 4 32GB;iOS;2011;0
1283800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1283900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284000;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284100;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284200;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284600;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1284900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1285000;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1285100;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1285400;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1285500;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1285600;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1285700;Apple;iPhone 3GS;iPhone 3G S (A1303), iPhone 3GS (A1303);iOS;2011;0
1289400;Ecom Instruments Gmbh;Ex;Ex-Handy 07 .0 E, Ex-Handy 07 .1 E, Ex-Handy 07 .2 E Ex-Handy 07 .3 E, Ex-Handy 07 .4 E, Ex-Handy 07 .5 E, Ex-Handy 070 EEx-Handy 071 EEx-Handy 072 E Ex-Handy 073 E;Proprietary;2011;0
1289600;Shanghai Simcom;SIM900;;Proprietary;2011;0
1293600;Apple;Apple iPhone 4S;Apple iPhone 4S (A1387);iOS;2011;0
1293700;Apple;Apple iPhone 4S;Apple iPhone 4S (A1387);iOS;2011;0
1293800;Apple;Apple iPhone 4S;Apple iPhone 4S (A1387);iOS;2011;0
1293900;Apple;Apple iPhone 4S;Apple iPhone 4S (A1387);iOS;2011;0
1294000;Apple;Apple iPhone 4S;Apple iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1295700;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1295800;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1295900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1296000;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1296100;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1296200;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1296300;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1296400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1299100;Apple;iPhone 3GS;iPhone 3GS (A1303);iOS;2011;0
1299200;Apple;iPhone 3GS;iPhone 3GS (A1303);iOS;2011;0
1299300;Apple;iPhone 3GS;iPhone 3GS (A1303);iOS;2011;0
1299400;Apple;iPhone 3GS;iPhone 3GS (A1303);iOS;2011;0
1299500;Apple;iPhone 3GS;iPhone 3GS (A1303);iOS;2011;0
1300200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1300300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1300400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1300500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1300600;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1300700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1300800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1302900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1303900;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1304000;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1304100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304600;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1304700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1304900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305100;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1305200;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1305300;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1305400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1305900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306200;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1306300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306400;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1306500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1306800;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2011;0
1306900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1307000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1307100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1307200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1307300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2011;0
1311700;Apple;Apple iPad;iPad(A1430), Apple iPad (A1430);iOS;2011;1
1312400;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1312500;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1312600;Apple;iPhone 4;iPhone 4 (A1332), iPhone 4 16GB,iPhone 4 32GB;iOS;2011;0
1312700;Apple;iPhone 4;iPhone 4 (A1332), iPhone 4 16GB,iPhone 4 32GB;iOS;2011;0
1312800;Apple;iPhone 4;iPhone 4 (A1332), iPhone 4 16GB,iPhone 4 32GB;iOS;2011;0
1312900;Apple;iPhone 4;iPhone 4 (A1332);iOS;2011;0
1317000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1317900;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2012;0
1318000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318300;Apple;iPhone 4S;iPhone 4S (A1387), iPhone 4s;iOS;2012;0
1318400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1318900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1319900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320000;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320100;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320200;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320300;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320400;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320500;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320600;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320700;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320800;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1320900;Apple;iPhone 4S;iPhone 4S (A1387);iOS;2012;0
1321300;Apple;Apple iPad;iPad(A1430), Apple iPad (A1430);iOS;2012;1
