TAC;manufacturer;model;aka;os;year;lte
1335100;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1335200;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1340400;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1340500;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1340700;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341100;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341200;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341300;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341400;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341600;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1341800;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1342000;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1342100;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1342200;Apple;Apple iPhone5;A1429, Apple iPhone5(A1429), iPhone 5;iOS;2012;1
1343400;Apple;Apple iPhone 5;iPhone 5 (A1428),A1428s, Apple iPhone 5 (A1428),A1428s;iOS;2012;1
1353200;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353300;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353400;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353500;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353600;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353700;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353800;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1353900;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1354000;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1354100;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1355100;Apple;Apple iPhone 5 A1429;A1429, Apple iPhone 5 A1429;iOS;2012;1
1355200;Apple;Apple iPhone 5 A1429;A1429, Apple iPhone 5 A1429;iOS;2012;1
1355400;Apple;Apple iPhone 5 A1429;A1429, Apple iPhone 5 A1429;iOS;2012;1
1355500;Apple;Apple iPhone 5 A1429;A1429, Apple iPhone 5 A1429;iOS;2012;1
1358900;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359000;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359100;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359200;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359300;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359400;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359500;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359600;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359700;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1359800;Apple;Apple iPhone 4S A1387;A1387, Apple iPhone 4S A1387;iOS;2012;0
1361900;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362200;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362300;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362600;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362700;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362800;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1362900;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1363000;Apple;Apple iPhone 5;A1429, Apple iPhone 5 (A1429);iOS;2012;1
1366300;Apple;Apple iPhone 4;A1332, Apple iPhone 4 (A1332);iOS;2013;0
1366400;Apple;Apple iPhone 4;A1332, Apple iPhone 4 (A1332);iOS;2013;0
1366700;Apple;Apple iPhone 4;A1332, Apple iPhone 4 (A1332);iOS;2013;0
1366900;Apple;Apple iPhone 4;A1332, Apple iPhone 4 (A1332);iOS;2013;0
1371000;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1371100;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1371200;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1371300;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1371500;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1371700;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1372200;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1372300;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1372700;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1373400;Apple;Apple iPhone 5;iPhone 5 (A1429), Apple iPhone 5 (A1429);iOS;2013;1
1377700;Simcom Wireless Solutions;SIM900;;;2013;
1378900;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
1383500;Apple;Apple iPhone 5C;Apple iPhone 5C (A1532);iOS;2013;1
1384700;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
1385000;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
1390100;Apple;Apple iPhone 4;Apple iPhone 4 (A1332);iOS;2013;
1394900;Simcom Wireless Solutions;SIM900;;;2013;
1396800;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
1398400;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
1425300;Tct Mobile Limited;Alcatel Onetouch 2004C;;;2014;
1456600;Tcl Communication Ltd;Alcatel Onetouch 1052G;;;2015;
1465900;Tct Mobile Limited;2004C;;;2016;
5689601;Unknown;Unknown;;;;
33228159;Sagem;RT 30;RT30F GSM-DCS, RT  30, RT 30;;;
35010120;Nokia;Nokia 3310;NHM-5NX, Nokia 3310, NHM-5(NX), 3310, NHM-5(NX)/  3310, 3310 (NHM-5NX), NHM-5(NX)/3310;Symbian;2000;0
35044651;Siemens;A50;A50 S30880-S5110-** **, S30880-S5110, A50, AGA50;Proprietary;2002;0
35060520;Nokia;Nokia 3310;NHM-5NX, Nokia 3310, NHM-5(NX), 3310, NHM-5(NX)/  3310, NHM-5(NX)/3310;Symbian;2001;0
35077591;Nokia;Nokia 30;TME-3, Nokia 30, 32, 30;Symbian;2002;0
35081953;Alcatel;One Touch 715;BF5, One Touch 715, One Touch 715, RadiotelephoneOne Touch  715, RadiotelephoneOne Touch715;Proprietary;2002;0
35084120;Nokia;Nokia 6310;NPE-4, Nokia 6310, 6310i,NPE-4, NPE-4/  6310, NPE-4/6310;Symbian;2002;0
35084220;Nokia;Nokia 6310;NPE-4, Nokia 6310, 6310i,NPE-4, NPE-4/  6310, NPE-4/6310;Symbian;2002;0
35084510;Nokia;Nokia 3310;NHM-5NX, Nokia 3310, NHM-5(NX), 3310, NHM-5(NX)/  3310, NHM-5(NX)/3310;Symbian;2002;0
35084780;Nokia;Nokia 3330;NHM-6NX, Nokia 3330, NHM-6(NX), 3330, NHM-6(NX)/  3330, NHM-6(NX)/3330;Symbian;2002;0
35084980;Nokia;Nokia 3310;NHM-5NX, Nokia 3310, NHM-5(NX), 3310, NHM-5(NX)/  3310, NHM-5(NX)/3310;Symbian;2002;0
35087470;Siemens;MT50;K45 Manta-old, S30880-S5120, MT50, K45 Manta,MT50, AGMT50;Proprietary;2002;0
35088980;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, NHM-2/  3410, NHM-2/3410;Symbian;2002;0
35089080;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, NHM-2/  3410, NHM-2/3410;Symbian;2002;0
35089410;Nokia;Nokia 6610;NHL-4U, Nokia 6610, NHL-4(U),NHL-4U, 6610, NHL-4(U)/  6610, NHL-4(U)/6610;Symbian;2002;0
35099480;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, NHM-2/  3410, NHM-2/3410;Symbian;2002;0
35111220;Nokia;Nokia 3510;NHM-8NX, Nokia 3510, NHM-8(NX),NHM-8(NX)], 3510, NHM-8(NX)/  3510, NHM-8(NX)/3510;Symbian;2002;0
35111720;Nokia;Nokia 3510;MHM-8NX, Nokia 3510, NHM-8(NX),NHM-8(NX)], 3510, NHM-8(NX)/  3510, NHM-8(NX)/3510;Symbian;2003;0
35120745;Ericsson;T310;1130602-BV, T310, T310c;Proprietary;2002;0
35124900;Siemens;Cellular Engine TC35i;S30880-S8110-A200-*, Cellular Engine TC35i, Theta, AGTC35i Cellular Engine, TC35iCellular Engine;Proprietary;2003;0
35145720;Nokia;6310i;NPL-1, 6310i, NPL-1, 6310i, NPL-1/ 6310i;Symbian;2003;0
35148820;Nokia;6310i;NPL-1, 6310i, 6310i,NPE-4, NPE-4/ 6310i;Symbian;2003;0
35150104;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561 (BB5);Symbian;2010;0
35150305;Research In Motion;Blackberry 9900;RDV71UW (Camera)/RDV72UW (no Camera) (FDD I,IV,VIII) (Generic), Blackberry 9900, BlackBerry Bold Touch 9900;Blackberry;2011;0
35150504;Nokia;6303c;RM-443, 6303c, 6303 classic, 6303c,6303ci,RM-443,RM-638, 6303 Classic, MobilePhones 6303c RM-443;Symbian;2010;0
35151704;Nokia;2700c , 2700c;RM-561, 2700c , 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561 (BB5);Symbian;2010;0
35152405;Samsung;Samsung GT;Samsung GT-I9070;Proprietary;2011;0
35152804;Nokia;1208;RH-105, 1208, 1209,RH-105, 1208, MobilePhones  1208 1209  RH-105 (DCT-4+), MobilePhones1208 1209RH-105 (DCT-4+);Symbian;2010;0
35153306;Samsung;Samsung GT;Samsung GT-I9195;Android;2013;1
35153404;Nokia;1209;RH-105, 1209, 1208, 1209,RH-105, MobilePhones  1208 1209  RH-105 (DCT-4+), MobilePhones1208 1209RH-105 (DCT-4+);Symbian;2010;0
35153904;Nokia;3720c;RM-518, 3720c-2, 3720 classic, 3720c-2,RM-518, 3720 Classic, MobilePhones 3720c-2 RM-518;Symbian;2010;0
35154100;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, 3410NHM-2NX;Symbian;2003;0
35154104;Nokia;6303c;RM-443, 6303c, 6303 classic, 6303c,6303ci,RM-443,RM-638, 6303 Classic, MobilePhones 6303c RM-443;Symbian;2010;0
35154403;Alcatel;ALCATEL OT;ALCATEL OT-800, One Touch 800 Chrome, One Touch 800 Chrome, OT-800x;Proprietary;2008;0
35154704;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561 (BB5);Symbian;2010;0
35155000;Nokia;6310i;NPL-1, 6310i, NPL-1, 6310i, 6310iNPL-1 (DCT-4);Symbian;2003;0
35155006;Samsung;Samsung GT;Samsung GT-S7582;Android;2013;
35156707;Samsung;Samsung SM;Samsung SM-G355H/DS;Android;2015;
35156807;Samsung;Samsung SM;Samsung SM-G355H/DS;Android;2015;
35156907;Samsung;Samsung SM;Samsung SM-J100H/DS;Android;2015;
35157007;Samsung;Samsung SM;Samsung SM-J100H/DS;Android;2015;
35157703;Kc Mobile Co;KCM SN55;KCM, KCM SN55, S1600;Proprietary;2008;0
35161606;Samsung;Samsung GT;Samsung GT-I9195;Android;2013;1
35161703;Chn International;TTN MOBILE TRIO W900;;Proprietary;2008;0
35163707;Sony;Sony Xperia Z3;PM-0800-BV, Sony Xperia Z3, D6603;Android;2015;1
35166805;Nokia;Nokia 202, Nokia 2020;RM-834, Nokia 202, Nokia 2020, Nokia 202 Nokia 2020;Symbian;2012;0
35167405;Nokia;NOKIA C2;RM-724, NOKIA C2-05, C2-01.5,C2-05 Touch,RM-722,RM-724,Type;Symbian;2011;0
35168005;Nokia;500, Nokia 500 RM;500, Nokia 500 RM-750, RM-750, 500;Symbian;2011;0
35168006;Sony;Sony D5503;PM-0640-BV, Sony D5503 - Xperia Z1 Compact;;2013;1
35168007;Fully Holdings (Hk);OUKITEL Original One, Original Pure, Original Shock, Kindo Thranduil, Universe Tap;Mobile Phone, Smartphone, OUKITEL Original One, Original Pure, Original Shock, Kindo Thranduil, Universe Tap;Android;2015;
35168105;Nokia;Nokia 203, Nokia 2030;RM-832, Nokia 203, Nokia 2030, Nokia 203 Nokia 2030;Symbian;2012;0
35168705;Nokia;RM;RM-518 3720c-2, 3720 classic, 3720c-2,RM-518, RM-518 3720c-2;Symbian;2011;0
35169105;Nokia;Nokia C2;RM-702, Nokia C2-03, C2-06, C2-03 Touch,C2-06,RM-702,Type, Nokia C2-03 C2-06;Symbian;2012;0
35170507;Samsung;Samsung SM;Samsung SM-G530FZ;Android;2015;1
35170801;Sony Ericsson;K800i and K800c;AAD-3022031-BV, K800i and K800c, K800c,K800i, K800c Ericsson, K800c K800i;Proprietary;2006;0
35170807;Samsung;Samsung SM;Samsung SM-G800F;Android;2015;1
35171005;Sony Ericsson;Sony Ericsson LT26i Xperia S;AAD-3880120-AV, Sony Ericsson LT26i Xperia S;Proprietary;2011;0
35171506;Nokia;210;RM-928, 210.2, Asha 210, Nokia 210;S40;2013;
35171805;Samsung;Samsung GT;Samsung GT-E1182;Proprietary;2011;0
35171807;Samsung;Samsung SM;Samsung SM-G361F;Android,MTK;2015;1
35172307;Samsung;Samsung SM;Samsung SM-G361H/DS;Android,LinkIT;2015;
35172406;Nokia;RM;RM-944, RM-944, Nokia 108;S30;2013;
35172806;Nokia;RM;RM-945, RM-945, Nokia 108;S30;2013;
35172905;Samsung;Samsung GT;Samsung GT-S5570;Proprietary;2011;0
35172906;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2013;
35173406;Nokia;Nokia Lumia 925, Lumia 925;RM-892, Nokia Lumia 925, Lumia 925, 925.1, 925.4;Windows Phone;2013;1
35173706;Nokia;520, Lumia 520, Nokia 520;RM-914, 520, Lumia 520, Nokia 520;Windows Phone;2014;
35174406;Nokia;Nokia 301;RM-840, Nokia 301.1, RM-840, 301.1, RM840;S40;2013;
35175104;Samsung;GT;GT-I9000, GT-i9000 Galaxy S, ElectronicsI9000 Galaxy S;Proprietary;2010;0
35177000;Samsung;SGH;SGH-C100;Proprietary;2003;0
35177507;LG;LG LG;LG LG-H818N;Android;2015;1
35177606;Samsung;Samsung SM;Samsung SM-N9005;Android;2013;1
35179505;Samsung;Samsung GT;Samsung GT-I8160;Proprietary;2011;0
35179903;Samsung;E1100;GT, GT-E1100, ElectronicsE1100 Guru;Proprietary;2008;0
35180806;Acer;Liquid Z200, Liquid Z205;Acer Liquid Z7, Liquid Z200, Liquid Z205, Z200, Z205;Android,None;2013;
35180906;Acer;Acer Liquid Z4;Acer Liquid Z4, Z160;;2013;
35181605;HTC;HTC PK76100;;Proprietary;2011;0
35182107;Samsung;GALAXY J5 SM;GALAXY J5 SM-J500F;Android;2015;1
35182205;Samsung;Samsung GT;Samsung GT-I9100, I9100 Galaxy S II;Proprietary;2011;0
35182408;Samsung;GALAXY A3 2016 SM;GALAXY A3 2016 SM-A310F;Android;2016;1
35182707;Microsoft Mobile Oy;RM;RM-1104, RM-1104, Microsoft Lumia 950;Windows Phone;2015;1
35183006;Sony;SONY C5303;PM-0350-BV, SONY C5303 - Xperia SP;Android;2013;1
35183207;Microsoft Mobile Oy;RM;RM-1116, RM-1116, Microsoft Lumia 950 XL;Windows Phone;2015;1
35183307;Microsoft Mobile Oy;Nokia RM;Nokia RM-1035, 130, Nokia 130;S30;2015;
35183507;Microsoft Mobile Oy;RM;RM-1136, RM-1136, Nokia 222 Dual SIM;;2015;
35184307;Microsoft Mobile Oy;RM;RM-1110, Nokia 215 Dual SIM;;2015;
35185205;Samsung;Samsung GT;Samsung GT-S5360;Proprietary;2011;0
35185206;Blackberry Limited;BlackBerry Passport, SQW100;RGY181LW (UMTS FDD I, II, IV, V/VI, VIII) (LTE FDD 1, 2, 3, 4, 5, 7, 8, 13, 17, 20) (Generic), BlackBerry Passport, SQW100-1, RGY181LW;Blackberry;2013;1
35185307;Microsoft Mobile Oy;RM;RM-1067, Lumia 640 XL Dual SIM;Windows Phone;2015;
35185407;Microsoft Mobile Oy;Nokia RM;Nokia RM-1011, Nokia 225 Dual Sim;S30;2015;
35185500;Siemens;A55;S30880-S5750-**-**, A55, A50, S30880-S5110, A55, AGA55 S30880-S5750, A55S30880-S5750;Proprietary;2003;0
35185507;Microsoft Mobile Oy;Nokia RM;Nokia RM-1011, Nokia 225 Dual Sim;S30;2015;
35185606;Prestigio Plaza Limited;Prestigio MultiPhone PAP7600 DUO;Prestigio MultiPhone PAP7600 DUO, PAP7600DUO;Android;2013;
35185707;Microsoft Mobile Oy;Nokia RM;Nokia RM-944, Nokia 108;S30;2015;
35185801;Nokia;3120;RH-19, 3120, 3100, 3120,RH-19, 3100RH-19 (DCT-4);Symbian;2006;0
35185807;Microsoft Mobile Oy;RM;RM-1072, Lumia 640 LTE;Windows Phone;2015;1
35186107;Microsoft Mobile Oy;RM;RM-1090, Microsoft Lumia 535 Dual SIM;Windows Phone;2015;
35186207;Microsoft Mobile Oy;RM;RM-1038, Nokia Lumia 735;Windows Phone;2015;
35186505;Samsung;Samsung GT;Samsung GT-S5830;Proprietary;2011;0
35186905;Samsung;Samsung GT;Samsung GT-I9300;Proprietary;2011;0
35187005;Sony Ericsson;Sony Ericsson LT18i;AAD-3880097-AV, Sony Ericsson LT18i, LT18i Xperia arc S;Proprietary;2011;0
35187805;Samsung;Samsung STAR 3 GT;Samsung STAR 3 GT-S5220;Proprietary;2011;0
35188405;Samsung;Samsung GT;Samsung GT-E2350B;Proprietary;2011;0
35188506;Samsung;Samsung SM;Samsung SM-T535;Android;2013;1
35188606;Samsung;Samsung GT;Samsung GT-I9195;Android;2013;1
35189505;LG;LG Optimus L3, LG;LG Optimus L3, LG-E400;Proprietary;2011;0
35189801;Nokia;1600;RH-64, 1600, 1610,RH-64, 1600, 1600RH-64 (DCT-4);Symbian;2006;0
35190702;Samsung;D900i;SGH, SGH-D900i, SGH-D900iD908i, SGH-D900i D908i;Proprietary;2007;0
35191303;Samsung;E1360B;Samsung E1360b, Samsung E1360b, SGH-E1360B;Proprietary;2008;0
